Starting object 1
1578585884567,18667,18667,1,0.00,0.00,0.00,255,0,
1578585884567,0,18667,3,7.86,0.00,0.00,255,0,
1578585884567,0,18667,4,3.01,-1.78,0.00,255,0,
1578585884567,0,18667,6,3.39,-0.37,-2.18,1,0.00,3,0.00,4,0.00,255,0,
1578585894606,10039,28706,1,0.000,0.000,0.000,255,0,
1578585894606,0,28706,3,7.863,0.000,0.000,255,0,
1578585894606,0,28706,4,3.008,-1.785,0.000,255,0,
1578585904635,10029,38735,1,0.000,0.000,0.000,255,0,
1578585904635,0,38735,3,7.863,0.000,0.000,255,0,
1578585904635,0,38735,4,3.008,-1.785,0.000,255,0,
1578585916405,11770,50505,255,0.000,0.000,0.000,255,0,
