1578312399104,72885,708331,3,0.313,0.000,0.000,255,0,
1578312401925,2821,711152,4,-0.146,-0.115,0.000,255,0,
1578312401925,0,711152,1,0.000,0.000,0.000,255,0,
1578312409148,7223,718375,3,0.313,0.000,0.000,255,0,
1578312411935,2787,721162,4,-0.146,-0.115,0.000,255,0,
1578312411935,0,721162,1,0.000,0.000,0.000,255,0,
1578312419197,7262,728424,3,0.313,0.000,0.000,255,0,
1578312421943,2746,731170,4,-0.146,-0.115,0.000,255,0,
1578312421943,0,731170,1,0.000,0.000,0.000,255,0,
1578312429246,7303,738473,3,0.313,0.000,0.000,255,0,
1578312432000,2754,741227,1,0.000,0.000,0.000,255,0,
1578312432000,0,741227,4,-0.146,-0.115,0.000,255,0,
1578312439250,7250,748477,3,0.313,0.000,0.000,255,0,
1578312442023,2773,751250,4,-0.146,-0.115,0.000,255,0,
1578312442023,0,751250,1,0.000,0.000,0.000,255,0,
1578312449268,7245,758495,3,0.313,0.000,0.000,255,0,
1578312452034,2766,761261,1,0.000,0.000,0.000,255,0,
1578312452034,0,761261,4,-0.146,-0.115,0.000,255,0,
1578312459299,7265,768526,3,0.313,0.000,0.000,255,0,
1578312462048,2749,771275,4,-0.146,-0.115,0.000,255,0,
1578312462048,0,771275,1,0.000,0.000,0.000,255,0,
1578312469339,7291,778566,3,0.313,0.000,0.000,255,0,
1578312472055,2716,781282,4,-0.146,-0.115,0.000,255,0,
1578312472055,0,781282,1,0.000,0.000,0.000,255,0,
1578312479390,7335,788617,3,0.313,0.000,0.000,255,0,
1578312482061,2671,791288,1,0.000,0.000,0.000,255,0,
1578312482061,0,791288,4,-0.146,-0.115,0.000,255,0,
1578312489448,7387,798675,3,0.313,0.000,0.000,255,0,
1578312492097,2649,801324,4,-0.146,-0.115,0.000,255,0,
1578312492097,0,801324,1,0.000,0.000,0.000,255,0,
1578312499470,7373,808697,3,0.313,0.000,0.000,255,0,
1578312502098,2628,811325,4,-0.146,-0.115,0.000,255,0,
1578312502098,0,811325,1,0.000,0.000,0.000,255,0,
1578312509514,7416,818741,3,0.313,0.000,0.000,255,0,
1578312511834,2320,821061,6,0.660,0.132,-0.222,1,0.709,3,0.433,4,0.872,255,0,
1578312511965,131,821192,6,0.453,0.143,-0.198,1,0.709,3,0.433,4,0.872,255,0,
1578312512100,135,821327,4,-0.146,-0.115,0.000,255,0,
1578312512100,0,821327,6,0.360,0.093,-0.177,1,0.515,3,0.282,4,0.682,255,0,
1578312512100,0,821327,1,0.000,0.000,0.000,255,0,
1578312512269,169,821496,6,0.360,0.093,-0.177,1,0.245,3,0.174,4,0.397,255,0,
1578312512387,118,821614,6,0.360,0.093,-0.177,1,0.230,3,0.182,4,0.408,255,0,
1578312512550,163,821777,6,0.360,0.093,-0.177,1,0.208,3,0.194,4,0.367,255,0,
1578312512690,140,821917,6,0.360,0.093,-0.177,1,0.192,3,0.214,4,0.352,255,0,
1578312512801,111,822028,6,0.360,0.093,-0.177,1,0.192,3,0.214,4,0.352,255,0,
1578312512940,139,822167,6,0.293,0.067,-0.155,1,0.189,3,0.212,4,0.351,255,0,
1578312513074,134,822301,6,0.255,0.063,-0.138,1,0.189,3,0.211,4,0.352,255,0,
1578312513219,145,822446,6,0.207,0.056,-0.122,1,0.190,3,0.211,4,0.351,255,0,
1578312513392,173,822619,6,0.175,0.054,-0.115,1,0.191,3,0.211,4,0.353,255,0,
1578312513500,108,822727,6,0.161,0.052,-0.115,1,0.191,3,0.211,4,0.353,255,0,
1578312513671,171,822898,6,0.150,0.049,-0.115,1,0.194,3,0.212,4,0.352,255,0,
1578312513784,113,823011,6,0.145,0.049,-0.114,1,0.190,3,0.211,4,0.351,255,0,
1578312513914,130,823141,6,0.144,0.048,-0.114,1,0.190,3,0.211,4,0.351,255,0,
1578312514052,138,823279,6,0.143,0.047,-0.115,1,0.191,3,0.210,4,0.352,255,0,
1578312514186,134,823413,6,0.143,0.046,-0.116,1,0.190,3,0.210,4,0.352,255,0,
1578312514326,140,823553,6,0.143,0.045,-0.117,1,0.191,3,0.210,4,0.351,255,0,
1578312514508,182,823735,6,0.143,0.045,-0.117,1,0.190,3,0.210,4,0.353,255,0,
1578312514778,270,824005,6,0.143,0.045,-0.116,1,0.191,3,0.209,4,0.351,255,0,
1578312514908,130,824135,6,0.143,0.045,-0.116,1,0.191,3,0.211,4,0.354,255,0,
1578312515032,124,824259,6,0.143,0.046,-0.116,1,0.191,3,0.211,4,0.348,255,0,
1578312515159,127,824386,6,0.143,0.047,-0.115,1,0.191,3,0.211,4,0.348,255,0,
1578312515302,143,824529,6,0.143,0.049,-0.114,1,0.192,3,0.211,4,0.352,255,0,
1578312515448,146,824675,6,0.143,0.048,-0.113,1,0.191,3,0.212,4,0.350,255,0,
1578312515580,132,824807,6,0.143,0.046,-0.114,1,0.191,3,0.213,4,0.352,255,0,
1578312515717,137,824944,6,0.143,0.044,-0.116,1,0.193,3,0.211,4,0.351,255,0,
1578312515855,138,825082,6,0.143,0.042,-0.117,1,0.191,3,0.211,4,0.354,255,0,
1578312516005,150,825232,6,0.143,0.040,-0.119,1,0.190,3,0.210,4,0.353,255,0,
1578312516135,130,825362,6,0.143,0.041,-0.119,1,0.191,3,0.211,4,0.352,255,0,
1578312516273,138,825500,6,0.143,0.043,-0.118,1,0.190,3,0.209,4,0.350,255,0,
1578312516410,137,825637,6,0.143,0.046,-0.117,1,0.192,3,0.210,4,0.350,255,0,
1578312516549,139,825776,6,0.143,0.048,-0.115,1,0.195,3,0.213,4,0.350,255,0,
1578312516965,416,826192,6,0.143,0.047,-0.115,1,0.192,3,0.210,4,0.350,255,0,
1578312517107,142,826334,6,0.143,0.045,-0.116,1,0.191,3,0.211,4,0.351,255,0,
1578312517241,134,826468,6,0.143,0.043,-0.117,1,0.190,3,0.211,4,0.349,255,0,
1578312517531,290,826758,6,0.143,0.041,-0.118,1,0.193,3,0.211,4,0.349,255,0,
1578312517670,139,826897,6,0.143,0.041,-0.118,1,0.193,3,0.212,4,0.350,255,0,
1578312517914,244,827141,6,0.143,0.041,-0.117,1,0.191,3,0.213,4,0.350,255,0,
1578312517987,73,827214,6,0.143,0.041,-0.118,1,0.190,3,0.211,4,0.350,255,0,
1578312518076,89,827303,6,0.143,0.041,-0.118,1,0.190,3,0.211,4,0.350,255,0,
1578312518226,150,827453,6,0.143,0.040,-0.119,1,0.190,3,0.210,4,0.351,255,0,
1578312518374,148,827601,6,0.143,0.040,-0.120,1,0.187,3,0.208,4,0.352,255,0,
1578312518526,152,827753,6,0.143,0.041,-0.119,1,0.181,3,0.198,4,0.345,255,0,
1578312518669,143,827896,6,0.142,0.043,-0.118,1,0.183,3,0.195,4,0.339,255,0,
1578312518820,151,828047,6,0.142,0.045,-0.116,1,0.181,3,0.193,4,0.342,255,0,
1578312518915,95,828142,6,0.142,0.046,-0.113,1,0.181,3,0.193,4,0.337,255,0,
1578312519242,327,828469,6,0.143,0.044,-0.109,1,0.184,3,0.194,4,0.340,255,0,
1578312519325,83,828552,6,0.145,0.035,-0.105,1,0.184,3,0.194,4,0.340,255,0,
1578312519467,142,828694,6,0.147,0.028,-0.102,1,0.180,3,0.193,4,0.340,255,0,
1578312519619,152,828846,3,0.313,0.000,0.000,255,0,
1578312519776,157,829003,6,0.148,0.021,-0.101,1,0.161,3,0.189,4,0.325,255,0,
1578312522107,2331,831334,4,-0.146,-0.115,0.000,255,0,
1578312522107,0,831334,1,0.000,0.000,0.000,255,0,
