Starting object 1
1578587597168,671400,671400,3,1.659,4.906,0.000,255,0,
1578587600221,3053,674453,4,0.000,0.000,0.000,255,0,
1578587601105,884,675337,1,1.825,-2.989,0.000,255,0,
1578587602085,980,676317,2,5.050,0.000,0.000,255,0,
1578587607176,5091,681408,3,1.659,4.906,0.000,255,0,
1578587610222,3046,684454,4,0.000,0.000,0.000,255,0,
1578587611110,888,685342,1,1.825,-2.989,0.000,255,0,
1578587612113,1003,686345,2,5.050,0.000,0.000,255,0,
1578587615887,3774,690119,6,1.101,0.165,-2.181,1,3.902,2,4.515,3,5.246,4,2.451,255,0,
1578587616040,153,690272,6,1.110,0.166,-2.145,1,3.902,2,4.515,3,5.246,4,2.451,255,0,
1578587616151,111,690383,6,1.106,0.163,-2.146,1,3.875,2,4.493,3,5.214,4,2.425,255,0,
1578587616347,196,690579,6,1.106,0.163,-2.146,1,3.881,2,4.502,3,5.214,4,2.425,255,0,
1578587616471,124,690703,6,1.106,0.163,-2.146,1,3.876,2,4.502,3,5.209,4,2.423,255,0,
1578587616615,144,690847,6,1.106,0.163,-2.146,1,3.876,2,4.502,3,5.215,4,2.427,255,0,
1578587616734,119,690966,6,1.106,0.163,-2.146,1,3.876,2,4.502,3,5.216,4,2.427,255,0,
1578587616870,136,691102,6,1.106,0.163,-2.146,1,3.876,2,4.502,3,5.216,4,2.426,255,0,
1578587617017,147,691249,6,1.115,0.166,-2.142,1,3.876,2,4.502,3,5.211,4,2.426,255,0,
1578587617164,147,691396,6,1.124,0.170,-2.138,1,3.875,2,4.501,3,5.213,4,2.428,255,0,
1578587617261,97,691493,3,1.659,4.906,0.000,255,0,
1578587617303,42,691535,6,1.134,0.173,-2.134,1,3.875,2,4.501,3,5.213,4,2.425,255,0,
1578587617500,197,691732,6,1.139,0.175,-2.132,1,3.876,2,4.506,3,5.212,4,2.427,255,0,
1578587617646,146,691878,6,1.141,0.175,-2.132,1,3.876,2,4.506,3,5.212,4,2.427,255,0,
1578587617760,114,691992,6,1.143,0.175,-2.131,1,3.876,2,4.503,3,5.212,4,2.429,255,0,
1578587617890,130,692122,6,1.143,0.175,-2.131,1,3.879,2,4.503,3,5.210,4,2.427,255,0,
1578587618186,296,692418,6,1.143,0.175,-2.131,1,3.877,2,4.503,3,5.216,4,2.423,255,0,
1578587618324,138,692556,6,1.144,0.176,-2.131,1,3.874,2,4.503,3,5.216,4,2.423,255,0,
1578587618611,287,692843,6,1.144,0.176,-2.131,1,3.874,2,4.500,3,5.214,4,2.424,255,0,
1578587618763,152,692995,6,1.144,0.176,-2.131,1,3.878,2,4.501,3,5.213,4,2.429,255,0,
1578587618899,136,693131,6,1.143,0.176,-2.131,1,3.875,2,4.503,3,5.214,4,2.430,255,0,
1578587619085,186,693317,6,1.142,0.175,-2.131,1,3.876,2,4.502,3,5.215,4,2.425,255,0,
1578587619219,134,693451,6,1.142,0.175,-2.131,1,3.873,2,4.501,3,5.217,4,2.430,255,0,
1578587619386,167,693618,6,1.141,0.174,-2.132,1,3.874,2,4.501,3,5.217,4,2.430,255,0,
1578587619515,129,693747,6,1.141,0.174,-2.133,1,3.874,2,4.503,3,5.211,4,2.424,255,0,
1578587619644,129,693876,6,1.140,0.174,-2.133,1,3.877,2,4.500,3,5.217,4,2.427,255,0,
1578587619796,152,694028,6,1.140,0.174,-2.134,1,3.875,2,4.500,3,5.214,4,2.426,255,0,
1578587620260,464,694492,6,1.140,0.173,-2.133,1,3.877,2,4.499,3,5.216,4,2.422,255,0,
1578587620260,0,694492,4,0.000,0.000,0.000,255,0,
1578587620341,81,694573,6,1.140,0.173,-2.133,1,3.877,2,4.499,3,5.216,4,2.422,255,0,
1578587620535,194,694767,6,1.140,0.173,-2.133,1,3.877,2,4.499,3,5.216,4,2.422,255,0,
1578587620668,133,694900,6,1.139,0.173,-2.133,1,3.878,2,4.499,3,5.211,4,2.426,255,0,
1578587620828,160,695060,6,1.138,0.173,-2.133,1,3.878,2,4.502,3,5.216,4,2.426,255,0,
1578587620975,147,695207,6,1.137,0.173,-2.133,1,3.876,2,4.502,3,5.211,4,2.424,255,0,
1578587621123,148,695355,6,1.138,0.174,-2.133,1,3.881,2,4.499,3,5.213,4,2.425,255,0,
1578587621123,0,695355,1,1.825,-2.989,0.000,255,0,
1578587621272,149,695504,6,1.140,0.175,-2.132,1,3.878,2,4.500,3,5.215,4,2.427,255,0,
1578587621414,142,695646,6,1.140,0.175,-2.132,1,3.876,2,4.500,3,5.214,4,2.426,255,0,
1578587621550,136,695782,6,1.140,0.176,-2.132,1,3.875,2,4.500,3,5.212,4,2.425,255,0,
1578587621669,119,695901,6,1.139,0.176,-2.133,1,3.875,2,4.500,3,5.212,4,2.425,255,0,
1578587621834,165,696066,6,1.140,0.176,-2.132,1,3.875,2,4.501,3,5.215,4,2.425,255,0,
1578587621986,152,696218,6,1.141,0.176,-2.132,1,3.878,2,4.499,3,5.215,4,2.426,255,0,
1578587622129,143,696361,6,1.142,0.175,-2.131,1,3.877,2,4.500,3,5.217,4,2.425,255,0,
1578587622129,0,696361,2,5.050,0.000,0.000,255,0,
1578587622287,158,696519,6,1.143,0.175,-2.131,1,3.878,2,4.500,3,5.219,4,2.425,255,0,
1578587622520,233,696752,6,1.142,0.174,-2.132,1,3.875,2,4.501,3,5.216,4,2.425,255,0,
1578587622689,169,696921,6,1.140,0.173,-2.133,1,3.874,2,4.494,3,5.214,4,2.425,255,0,
1578587622876,187,697108,6,1.138,0.173,-2.134,1,3.874,2,4.494,3,5.214,4,2.425,255,0,
1578587623012,136,697244,6,1.137,0.174,-2.134,1,3.880,2,4.493,3,5.214,4,2.426,255,0,
1578587623169,157,697401,6,1.137,0.174,-2.133,1,3.896,2,4.495,3,5.213,4,2.423,255,0,
1578587623314,145,697546,6,1.138,0.174,-2.131,1,4.024,2,4.493,3,5.142,4,2.444,255,0,
1578587623472,158,697704,6,1.138,0.170,-2.130,1,4.014,2,4.472,3,5.074,4,2.464,255,0,
1578587623619,147,697851,6,1.135,0.168,-2.132,1,4.050,2,4.476,3,5.032,4,2.417,255,0,
1578587623810,191,698042,6,1.131,0.171,-2.137,1,4.078,2,4.496,3,5.007,4,2.449,255,0,
1578587624001,191,698233,6,1.130,0.183,-2.144,1,4.078,2,4.496,3,5.007,4,2.449,255,0,
1578587624244,243,698476,6,1.130,0.217,-2.147,1,4.082,2,4.505,3,4.985,4,2.455,255,0,
1578587624399,155,698631,6,1.131,0.273,-2.146,1,4.084,2,4.500,3,4.980,4,2.457,255,0,
1578587624543,144,698775,6,1.129,0.327,-2.144,1,4.082,2,4.503,3,4.983,4,2.454,255,0,
1578587624691,148,698923,6,1.123,0.381,-2.143,1,4.083,2,4.503,3,4.988,4,2.458,255,0,
1578587624852,161,699084,6,1.118,0.408,-2.143,1,4.081,2,4.505,3,4.989,4,2.455,255,0,
1578587625010,158,699242,6,1.117,0.422,-2.142,1,4.080,2,4.502,3,4.987,4,2.456,255,0,
1578587625182,172,699414,6,1.119,0.424,-2.141,1,4.083,2,4.500,3,4.989,4,2.451,255,0,
1578587625420,238,699652,6,1.121,0.424,-2.140,1,4.081,2,4.500,3,4.988,4,2.453,255,0,
1578587625569,149,699801,6,1.121,0.424,-2.139,1,4.081,2,4.500,3,4.988,4,2.457,255,0,
1578587625722,153,699954,6,1.121,0.425,-2.138,1,4.084,2,4.500,3,4.983,4,2.455,255,0,
