1578317220699,180378,369792,3,0.197,0.000,0.000,255,0,
1578317220699,0,369792,6,0.096,-0.078,-0.029,1,0.131,3,0.133,4,0.222,255,0,
1578317220699,0,369792,1,0.000,0.000,0.000,255,0,
1578317220984,285,370077,6,0.094,-0.073,-0.040,1,0.127,3,0.132,4,0.221,255,0,
1578317221212,228,370305,6,0.094,-0.074,-0.039,1,0.128,3,0.132,4,0.220,255,0,
1578317221773,561,370866,6,0.094,-0.074,-0.039,1,0.133,3,0.134,4,0.219,255,0,
1578317222871,1098,371964,6,0.094,-0.074,-0.039,1,0.158,3,0.112,4,0.257,255,0,
1578317223036,165,372129,6,0.094,-0.074,-0.039,1,0.160,3,0.111,4,0.256,255,0,
1578317223162,126,372255,6,0.094,-0.074,-0.039,1,0.158,3,0.110,4,0.258,255,0,
1578317223238,76,372331,6,0.094,-0.074,-0.039,1,0.158,3,0.110,4,0.258,255,0,
1578317223378,140,372471,6,0.097,-0.075,-0.041,1,0.159,3,0.114,4,0.255,255,0,
1578317223521,143,372614,6,0.121,-0.077,-0.044,1,0.157,3,0.110,4,0.257,255,0,
1578317223657,136,372750,6,0.127,-0.075,-0.047,1,0.157,3,0.113,4,0.256,255,0,
1578317223797,140,372890,6,0.129,-0.074,-0.049,1,0.159,3,0.111,4,0.255,255,0,
1578317223942,145,373035,6,0.129,-0.073,-0.050,1,0.156,3,0.111,4,0.257,255,0,
1578317224113,171,373206,6,0.129,-0.073,-0.050,1,0.162,3,0.113,4,0.259,255,0,
1578317224245,132,373338,6,0.129,-0.072,-0.050,1,0.168,3,0.116,4,0.261,255,0,
1578317224380,135,373473,6,0.129,-0.071,-0.050,1,0.169,3,0.117,4,0.263,255,0,
1578317224519,139,373612,6,0.129,-0.071,-0.051,1,0.170,3,0.115,4,0.262,255,0,
1578317224676,157,373769,6,0.130,-0.072,-0.052,1,0.171,3,0.116,4,0.262,255,0,
1578317224826,150,373919,6,0.131,-0.075,-0.053,1,0.170,3,0.115,4,0.262,255,0,
1578317224969,143,374062,6,0.133,-0.079,-0.053,1,0.167,3,0.114,4,0.264,255,0,
1578317225109,140,374202,6,0.135,-0.082,-0.052,1,0.169,3,0.113,4,0.261,255,0,
1578317225250,141,374343,6,0.136,-0.083,-0.052,1,0.170,3,0.113,4,0.260,255,0,
1578317225416,166,374509,6,0.137,-0.084,-0.051,1,0.153,3,0.101,4,0.257,255,0,
1578317225599,183,374692,6,0.137,-0.084,-0.050,1,0.151,3,0.102,4,0.257,255,0,
