Starting object 1
1578316869936,19029,19029,1,0.00,0.00,0.00,255,0,
1578316869936,0,19029,3,0.31,0.00,0.00,255,0,
1578316869936,0,19029,4,-0.15,-0.12,0.00,255,0,
1578316869936,0,19029,6,0.16,0.00,-0.03,1,0.00,3,0.00,4,0.00,255,0,
1578316879936,10000,29029,1,0.000,0.000,0.000,255,0,
1578316879936,0,29029,3,0.313,0.000,0.000,255,0,
1578316879936,0,29029,4,-0.146,-0.115,0.000,255,0,
1578316889950,10014,39043,1,0.000,0.000,0.000,255,0,
1578316889950,0,39043,3,0.313,0.000,0.000,255,0,
1578316889950,0,39043,4,-0.146,-0.115,0.000,255,0,
1578316899999,10049,49092,4,-0.146,-0.115,0.000,255,0,
1578316900000,1,49093,1,0.000,0.000,0.000,255,0,
1578316900000,0,49093,3,0.313,0.000,0.000,255,0,
1578316910020,10020,59113,4,-0.146,-0.115,0.000,255,0,
1578316910020,0,59113,1,0.000,0.000,0.000,255,0,
1578316910020,0,59113,3,0.313,0.000,0.000,255,0,
1578316920029,10009,69122,4,-0.146,-0.115,0.000,255,0,
1578316920029,0,69122,1,0.000,0.000,0.000,255,0,
1578316920029,0,69122,3,0.313,0.000,0.000,255,0,
1578316930067,10038,79160,4,-0.146,-0.115,0.000,255,0,
1578316930067,0,79160,1,0.000,0.000,0.000,255,0,
1578316930067,0,79160,3,0.313,0.000,0.000,255,0,
1578316940114,10047,89207,4,-0.146,-0.115,0.000,255,0,
1578316940114,0,89207,1,0.000,0.000,0.000,255,0,
1578316940114,0,89207,3,0.313,0.000,0.000,255,0,
1578316950165,10051,99258,1,0.000,0.000,0.000,255,0,
1578316950165,0,99258,3,0.313,0.000,0.000,255,0,
1578316950165,0,99258,4,-0.146,-0.115,0.000,255,0,
1578316960178,10013,109271,1,0.000,0.000,0.000,255,0,
1578316960178,0,109271,3,0.313,0.000,0.000,255,0,
1578316960178,0,109271,4,-0.146,-0.115,0.000,255,0,
1578316970190,10012,119283,1,0.000,0.000,0.000,255,0,
1578316970190,0,119283,3,0.313,0.000,0.000,255,0,
1578316970190,0,119283,4,-0.146,-0.115,0.000,255,0,
1578316980209,10019,129302,4,-0.146,-0.115,0.000,255,0,
1578316980209,0,129302,1,0.000,0.000,0.000,255,0,
1578316980209,0,129302,3,0.313,0.000,0.000,255,0,
1578316990227,10018,139320,1,0.000,0.000,0.000,255,0,
1578316990227,0,139320,3,0.313,0.000,0.000,255,0,
1578316990227,0,139320,4,-0.146,-0.115,0.000,255,0,
1578317000228,10001,149321,1,0.000,0.000,0.000,255,0,
1578317000228,0,149321,3,0.313,0.000,0.000,255,0,
1578317000229,1,149322,4,-0.146,-0.115,0.000,255,0,
1578317010275,10046,159368,4,-0.146,-0.115,0.000,255,0,
1578317010275,0,159368,1,0.000,0.000,0.000,255,0,
1578317010275,0,159368,3,0.313,0.000,0.000,255,0,
1578317020314,10039,169407,1,0.000,0.000,0.000,255,0,
1578317020314,0,169407,3,0.313,0.000,0.000,255,0,
1578317020314,0,169407,4,-0.146,-0.115,0.000,255,0,
1578317030319,10005,179412,1,0.000,0.000,0.000,255,0,
1578317030319,0,179412,3,0.313,0.000,0.000,255,0,
1578317030319,0,179412,4,-0.146,-0.115,0.000,255,0,
1578317040321,10002,189414,255,0.000,0.000,0.000,255,0,
