-0.0564,0.1089,-0.4041,0.9147
-0.0571,0.143,-0.4761,0.8794
-0.0573,0.1467,-0.5186,0.855
-0.0565,0.1503,-0.5663,0.8242
-0.0522,0.1564,-0.6037,0.7972
-0.0462,0.1642,-0.641,0.7675
-0.0434,0.1714,-0.6656,0.7463
-0.0426,0.1735,-0.677,0.736
-0.0378,0.1815,-0.6895,0.7243
-0.0399,0.1744,-0.7018,0.7123
-0.0502,0.1543,-0.7106,0.7036
-0.0467,0.1469,-0.7332,0.68
-0.0593,0.1341,-0.7272,0.6863
-0.0679,0.1215,-0.7288,0.6847
-0.0622,0.1145,-0.7503,0.6609
-0.0754,0.1046,-0.7675,0.6403
-0.0818,0.1162,-0.7679,0.6402
-0.1047,0.1221,-0.7707,0.637
-0.1213,0.1167,-0.7833,0.6216
-0.1303,0.1225,-0.8132,0.5819
-0.1444,0.1263,-0.8404,0.5418
-0.1611,0.1213,-0.859,0.5119
-0.1759,0.1168,0.8744,-0.4851
-0.2,0.1124,0.885,-0.4657
-0.2109,0.1087,0.8971,-0.4419
-0.2066,0.115,0.91,-0.4145
-0.1828,0.113,0.9279,-0.3724
-0.1655,0.1289,0.9339,-0.357
-0.1624,0.1283,0.9463,-0.3232
-0.1529,0.1364,0.9505,-0.3105
-0.1478,0.149,0.9572,-0.2893
-0.1616,0.1594,0.9581,-0.2855
-0.1689,0.1587,0.9662,-0.2571
-0.1648,0.1634,0.9792,-0.2026
-0.1886,0.161,0.9817,-0.19
-0.2215,0.1469,0.9804,-0.197
-0.2661,0.1245,0.9801,-0.1984
-0.3341,0.0992,0.9802,-0.1978
-0.3823,0.0785,0.9806,-0.1961
-0.433,0.0558,0.9801,-0.1983
-0.4811,0.0356,0.9797,-0.2004
-0.5358,0.0116,0.9794,-0.2019
-0.5967,-0.0128,0.9793,-0.2022
-0.6531,-0.0362,0.9795,-0.2015
-0.7036,-0.0564,0.9802,-0.198
-0.7588,-0.0803,0.9808,-0.1948
-0.8136,-0.1048,0.9803,-0.1973
-0.8664,-0.1245,0.98,-0.1988
-0.9219,-0.147,0.9798,-0.2001
-0.9744,-0.1729,0.9796,-0.2012
-1.0351,-0.1999,0.9799,-0.1997
-1.086,-0.2212,0.9804,-0.1968
-1.137,-0.2431,0.9805,-0.1966
-1.1609,-0.2539,0.9834,-0.1814
-1.1575,-0.2528,0.9896,-0.1436
-1.1383,-0.2511,0.9923,-0.1236
-1.1188,-0.2516,0.994,-0.1092
-1.1055,-0.2471,0.9953,-0.0966
-1.1072,-0.2321,0.9981,-0.0607
-1.143,-0.2198,0.9993,-0.0345
-1.1661,-0.2127,0.9998,-0.0199
-1.2092,-0.2038,1.0,0.0088
-1.2608,-0.1992,0.9997,0.0232
-1.3162,-0.2029,0.9997,0.0227
-1.3773,-0.2047,0.9998,0.017
-1.4274,-0.2043,0.9998,0.019
-1.4928,-0.1988,0.9998,0.0178
-1.5537,-0.1968,0.9999,0.0165
-1.6095,-0.1907,0.9999,0.0165
-1.6716,-0.1881,0.9998,0.0204
-1.7316,-0.1865,0.9997,0.0261
-1.7898,-0.1841,0.9997,0.0239
-1.8492,-0.1791,0.9998,0.0213
-1.9092,-0.1767,0.9998,0.0195
-1.9723,-0.1706,0.9998,0.0186
-2.0354,-0.1626,0.9998,0.0203
-2.0882,-0.1578,0.9997,0.0235
-2.1545,-0.1562,0.9997,0.0257
-2.2095,-0.1535,0.9998,0.0217
-2.2682,-0.1509,0.9998,0.0196
-2.3249,-0.1475,0.9998,0.0185
-2.3864,-0.1453,0.9999,0.0171
-2.4503,-0.1453,0.9999,0.0159
-2.5132,-0.142,0.9998,0.0205
-2.5724,-0.1386,0.9998,0.0204
-2.6349,-0.1318,0.9999,0.0166
-2.6998,-0.1302,0.9999,0.014
-2.7542,-0.1301,0.9999,0.0124
-2.8156,-0.1284,0.9999,0.0113
-2.8757,-0.1241,0.9999,0.0117
-2.943,-0.1226,0.9999,0.0169
-2.9946,-0.1227,0.9999,0.0152
-3.0513,-0.1203,0.9999,0.0113
-3.1092,-0.1171,1.0,0.0097
-3.1766,-0.1169,1.0,0.0073
-3.2393,-0.1173,1.0,0.0069
-3.2963,-0.1152,0.9999,0.0124
-3.3579,-0.115,0.9999,0.0155
-3.4196,-0.1139,0.9999,0.0107
-3.4669,-0.1129,1.0,0.0044
-3.4891,-0.1117,0.9997,0.026
-3.4912,-0.1109,0.9969,0.0783
-3.4867,-0.1093,0.9909,0.1342
-3.4841,-0.1083,0.9827,0.1853
-3.4743,-0.1148,0.9765,0.2155
-3.4617,-0.1336,0.9712,0.2381
-3.4552,-0.147,0.9611,0.2761
-3.4618,-0.1602,0.9493,0.3143
-3.4659,-0.1614,0.945,0.3269
-3.4658,-0.1652,0.9407,0.339
-3.4676,-0.1622,0.9341,0.3569
-3.4708,-0.1645,0.9286,0.371
-3.4781,-0.1541,0.9239,0.3825
-3.48,-0.1401,0.9243,0.3817
-3.481,-0.1251,0.921,0.3891
-3.4927,-0.0976,0.9224,0.3854
-3.4791,-0.1035,0.9172,0.3978
-3.4547,-0.1098,0.9097,0.4152
-3.449,-0.1055,0.9028,0.43
-3.453,-0.0923,0.8924,0.4511
-3.4559,-0.0864,0.871,0.4911
-3.4606,-0.0901,0.8455,0.5339
-3.4631,-0.0942,0.8267,0.5626
-3.4602,-0.0872,0.8089,0.5879
-3.4649,-0.0853,0.7813,0.6242
-3.4669,-0.075,0.7639,0.6453
-3.4661,-0.0658,0.7381,0.6747
-3.4748,-0.0546,0.7061,0.7081
-3.4788,-0.0453,0.6948,0.7192
-3.4875,-0.0305,0.6905,0.7234
-3.4671,-0.0189,0.6706,0.7418
-3.4751,-0.0162,0.645,0.7639
-3.4939,-0.0263,0.6328,0.7741
-3.5006,-0.0429,0.6383,0.7698
-3.502,-0.0674,0.6324,0.7746
-3.4891,-0.0596,0.5998,0.8001
-3.492,-0.0586,0.5659,0.8241
-3.4985,-0.0612,0.5283,0.8487
-3.5153,-0.0659,0.4949,0.8686
-3.5324,-0.0714,0.4666,0.8841
-3.531,-0.0835,0.44,0.898
-3.5205,-0.0977,0.4869,0.8734
-3.5259,-0.0982,0.537,0.8436
-3.5374,-0.0833,0.5791,0.8152
-3.543,-0.0314,0.5837,0.8119
-3.5154,0.0375,0.5803,0.8144
-3.4931,0.0876,0.5766,0.817
-3.4752,0.1476,0.576,0.8174
-3.455,0.2043,0.5756,0.8177
-3.4353,0.259,0.5778,0.8162
-3.4156,0.3131,0.581,0.8139
-3.3936,0.3765,0.5809,0.8139
-3.3769,0.4358,0.5821,0.8131
-3.3541,0.5014,0.578,0.816
-3.3396,0.5547,0.5789,0.8154
-3.3237,0.6015,0.5812,0.8138
-3.3159,0.6638,0.5823,0.813
-3.2987,0.7151,0.5825,0.8128
-3.2804,0.775,0.5819,0.8132
-3.2583,0.8414,0.5813,0.8137
-3.2401,0.892,0.5817,0.8134
-3.2229,0.9442,0.5836,0.8121
-3.2033,0.9926,0.586,0.8103
-3.1833,1.0533,0.5863,0.8101
-3.1649,1.1106,0.5863,0.8101
-3.1442,1.1676,0.5863,0.8101
-3.1253,1.2216,0.5836,0.812
-3.1032,1.2857,0.5818,0.8133
-3.0902,1.3196,0.5877,0.8091
-3.0814,1.3318,0.6112,0.7914
-3.0741,1.3225,0.6491,0.7607
-3.0673,1.3627,0.6415,0.7671
-3.0615,1.4157,0.6507,0.7594
-3.0578,1.4544,0.6592,0.752
-3.0574,1.4618,0.6876,0.7261
-3.0712,1.4714,0.7125,0.7016
-3.0764,1.4933,0.7248,0.689
-3.0789,1.542,0.7122,0.702
-3.0776,1.5965,0.7074,0.7068
-3.0763,1.6502,0.7048,0.7094
-3.068,1.7098,0.7032,0.711
-3.0643,1.7788,0.7036,0.7106
-3.0656,1.8317,0.707,0.7073
-3.0649,1.8868,0.7128,0.7013
-3.065,1.9459,0.7132,0.701
-3.0655,2.008,0.7111,0.7031
-3.0665,2.0617,0.7081,0.7061
-3.0666,2.1256,0.7079,0.7063
-3.0678,2.1785,0.7089,0.7053
-3.0696,2.2379,0.7123,0.7019
-3.0711,2.3049,0.7143,0.6998
-3.0716,2.3584,0.7143,0.6999
-3.0736,2.4227,0.7106,0.7036
-3.0739,2.4832,0.7086,0.7056
-3.074,2.5356,0.7096,0.7046
-3.077,2.5994,0.7115,0.7026
-3.0814,2.6555,0.7151,0.699
-3.0818,2.7096,0.7159,0.6982
-3.0832,2.7718,0.7129,0.7012
-3.0838,2.8302,0.7084,0.7058
-3.0853,2.8969,0.7061,0.7081
-3.0868,2.9541,0.7055,0.7087
-3.0873,3.0207,0.7072,0.707
-3.0893,3.0732,0.7104,0.7038
-3.0904,3.1317,0.7117,0.7025
-3.0904,3.1839,0.7093,0.7049
-3.0902,3.2503,0.706,0.7082
-3.0899,3.3124,0.7036,0.7106
-3.0894,3.3726,0.7043,0.7099
-3.0919,3.4295,0.7073,0.7069
-3.092,3.4856,0.7111,0.7031
-3.09,3.5401,0.7098,0.7044
-3.091,3.5988,0.708,0.7063
-3.0925,3.6582,0.7063,0.7079
-3.093,3.7195,0.7064,0.7078
-3.0946,3.7862,0.7073,0.7069
-3.0963,3.8388,0.7099,0.7043
-3.0983,3.8976,0.714,0.7002
-3.0995,3.9668,0.7139,0.7003
-3.1015,4.0199,0.7118,0.7024
-3.1025,4.0837,0.711,0.7032
-3.1037,4.1455,0.7103,0.7039
-3.1049,4.2075,0.7114,0.7028
-3.1073,4.2598,0.7153,0.6988
