0.0343,0.0185,-0.1337,0.991
0.0269,0.0604,-0.1308,0.9914
0.0036,0.037,-0.1087,0.9941
-0.0028,0.0253,-0.0818,0.9966
-0.0504,0.002,-0.166,0.9861
-0.0258,0.0078,-0.1831,0.9831
-0.0537,0.0499,-0.2318,0.9728
-0.0478,0.0621,-0.2539,0.9672
-0.0714,0.1067,-0.3381,0.9411
-0.072,0.1186,-0.3795,0.9252
-0.073,0.1305,-0.4244,0.9055
-0.0726,0.1225,-0.4677,0.8839
-0.0723,0.1302,-0.5055,0.8628
-0.0906,0.131,-0.5207,0.8538
-0.109,0.131,-0.5363,0.844
-0.1262,0.124,-0.5447,0.8386
-0.1275,0.1234,-0.5637,0.8259
-0.1413,0.1141,-0.5703,0.8214
-0.1248,0.1018,-0.5734,0.8192
-0.1339,0.0931,-0.5834,0.8119
-0.1322,0.0779,-0.5793,0.815
-0.1318,0.0622,-0.6027,0.7978
-0.1503,0.0663,-0.6219,0.783
-0.1588,0.0503,-0.6337,0.7736
-0.1603,0.0409,-0.6572,0.7537
-0.1674,0.0392,-0.6903,0.7235
-0.1767,0.0268,-0.7161,0.698
-0.1836,0.0249,-0.7282,0.6852
-0.1938,0.0149,-0.745,0.6668
-0.1979,0.0143,-0.77,0.6381
-0.1824,0.0224,-0.7895,0.6137
-0.1398,0.0372,-0.8279,0.5603
-0.117,0.055,-0.8417,0.54
-0.0932,0.0753,0.8671,-0.4981
-0.0886,0.0906,0.871,-0.4912
-0.0916,0.1011,0.8855,-0.4646
-0.0964,0.0956,0.9002,-0.4341
-0.1217,0.0856,0.9204,-0.39
-0.107,0.0889,0.9355,-0.3531
-0.1145,0.0944,0.9512,-0.3086
-0.1382,0.0958,0.9634,-0.268
-0.1601,0.1023,0.9749,-0.2224
-0.1828,0.1073,0.9836,-0.1803
-0.2068,0.1132,0.9912,-0.1321
-0.2205,0.109,0.9963,-0.0857
-0.2014,0.0847,0.9984,-0.0495
-0.2034,0.0681,0.9994,-0.0288
-0.1918,0.0522,0.9998,-0.019
-0.1947,0.0316,0.9999,0.0028
-0.2265,0.0329,0.9998,-0.0212
-0.2733,0.0261,0.9991,-0.0393
-0.3431,0.0209,0.9987,-0.0469
-0.4175,0.0135,0.9985,-0.0497
-0.4898,0.0248,0.9983,-0.0577
